material,quantidade,estoque mínimo,categoria,corredor,armário,prateleira,observação
Produto 4146,4246,10,Cat6,A1,06,06,Item de teste 4146
Produto 4147,4247,10,Cat7,A2,07,07,Item de teste 4147
Produto 4148,4248,10,Cat8,A3,08,08,Item de teste 4148
Produto 4149,4249,10,Cat9,A4,09,09,Item de teste 4149
Produto 4150,4250,10,Cat0,A0,10,00,Item de teste 4150
Produto 4151,4251,10,Cat1,A1,11,01,Item de teste 4151
Produto 4152,4252,10,Cat2,A2,12,02,Item de teste 4152
Produto 4153,4253,10,Cat3,A3,13,03,Item de teste 4153
Produto 4154,4254,10,Cat4,A4,14,04,Item de teste 4154
Produto 4155,4255,10,Cat5,A0,15,05,Item de teste 4155
Produto 4156,4256,10,Cat6,A1,16,06,Item de teste 4156
Produto 4157,4257,10,Cat7,A2,17,07,Item de teste 4157
Produto 4158,4258,10,Cat8,A3,18,08,Item de teste 4158
Produto 4159,4259,10,Cat9,A4,19,09,Item de teste 4159
Produto 4160,4260,10,Cat0,A0,00,00,Item de teste 4160
Produto 4161,4261,10,Cat1,A1,01,01,Item de teste 4161
Produto 4162,4262,10,Cat2,A2,02,02,Item de teste 4162
Produto 4163,4263,10,Cat3,A3,03,03,Item de teste 4163
Produto 4164,4264,10,Cat4,A4,04,04,Item de teste 4164
Produto 4165,4265,10,Cat5,A0,05,05,Item de teste 4165
Produto 4166,4266,10,Cat6,A1,06,06,Item de teste 4166
Produto 4167,4267,10,Cat7,A2,07,07,Item de teste 4167
Produto 4168,4268,10,Cat8,A3,08,08,Item de teste 4168
Produto 4169,4269,10,Cat9,A4,09,09,Item de teste 4169
Produto 4170,4270,10,Cat0,A0,10,00,Item de teste 4170
Produto 4171,4271,10,Cat1,A1,11,01,Item de teste 4171
Produto 4172,4272,10,Cat2,A2,12,02,Item de teste 4172
Produto 4173,4273,10,Cat3,A3,13,03,Item de teste 4173
Produto 4174,4274,10,Cat4,A4,14,04,Item de teste 4174
Produto 4175,4275,10,Cat5,A0,15,05,Item de teste 4175
Produto 4176,4276,10,Cat6,A1,16,06,Item de teste 4176
Produto 4177,4277,10,Cat7,A2,17,07,Item de teste 4177
Produto 4178,4278,10,Cat8,A3,18,08,Item de teste 4178
Produto 4179,4279,10,Cat9,A4,19,09,Item de teste 4179
Produto 4180,4280,10,Cat0,A0,00,00,Item de teste 4180
Produto 4181,4281,10,Cat1,A1,01,01,Item de teste 4181
Produto 4182,4282,10,Cat2,A2,02,02,Item de teste 4182
Produto 4183,4283,10,Cat3,A3,03,03,Item de teste 4183
Produto 4184,4284,10,Cat4,A4,04,04,Item de teste 4184
Produto 4185,4285,10,Cat5,A0,05,05,Item de teste 4185
Produto 4186,4286,10,Cat6,A1,06,06,Item de teste 4186
Produto 4187,4287,10,Cat7,A2,07,07,Item de teste 4187
Produto 4188,4288,10,Cat8,A3,08,08,Item de teste 4188
Produto 4189,4289,10,Cat9,A4,09,09,Item de teste 4189
Produto 4190,4290,10,Cat0,A0,10,00,Item de teste 4190
Produto 4191,4291,10,Cat1,A1,11,01,Item de teste 4191
Produto 4192,4292,10,Cat2,A2,12,02,Item de teste 4192
Produto 4193,4293,10,Cat3,A3,13,03,Item de teste 4193
Produto 4194,4294,10,Cat4,A4,14,04,Item de teste 4194
Produto 4195,4295,10,Cat5,A0,15,05,Item de teste 4195
Produto 4196,4296,10,Cat6,A1,16,06,Item de teste 4196
Produto 4197,4297,10,Cat7,A2,17,07,Item de teste 4197
Produto 4198,4298,10,Cat8,A3,18,08,Item de teste 4198
Produto 4199,4299,10,Cat9,A4,19,09,Item de teste 4199
Produto 4200,4300,10,Cat0,A0,00,00,Item de teste 4200
Produto 4201,4301,10,Cat1,A1,01,01,Item de teste 4201
Produto 4202,4302,10,Cat2,A2,02,02,Item de teste 4202
Produto 4203,4303,10,Cat3,A3,03,03,Item de teste 4203
Produto 4204,4304,10,Cat4,A4,04,04,Item de teste 4204
Produto 4205,4305,10,Cat5,A0,05,05,Item de teste 4205
Produto 4206,4306,10,Cat6,A1,06,06,Item de teste 4206
Produto 4207,4307,10,Cat7,A2,07,07,Item de teste 4207
Produto 4208,4308,10,Cat8,A3,08,08,Item de teste 4208
Produto 4209,4309,10,Cat9,A4,09,09,Item de teste 4209
Produto 4210,4310,10,Cat0,A0,10,00,Item de teste 4210
Produto 4211,4311,10,Cat1,A1,11,01,Item de teste 4211
Produto 4212,4312,10,Cat2,A2,12,02,Item de teste 4212
Produto 4213,4313,10,Cat3,A3,13,03,Item de teste 4213
Produto 4214,4314,10,Cat4,A4,14,04,Item de teste 4214
Produto 4215,4315,10,Cat5,A0,15,05,Item de teste 4215
Produto 4216,4316,10,Cat6,A1,16,06,Item de teste 4216
Produto 4217,4317,10,Cat7,A2,17,07,Item de teste 4217
Produto 4218,4318,10,Cat8,A3,18,08,Item de teste 4218
Produto 4219,4319,10,Cat9,A4,19,09,Item de teste 4219
Produto 4220,4320,10,Cat0,A0,00,00,Item de teste 4220
Produto 4221,4321,10,Cat1,A1,01,01,Item de teste 4221
Produto 4222,4322,10,Cat2,A2,02,02,Item de teste 4222
Produto 4223,4323,10,Cat3,A3,03,03,Item de teste 4223
Produto 4224,4324,10,Cat4,A4,04,04,Item de teste 4224
Produto 4225,4325,10,Cat5,A0,05,05,Item de teste 4225
Produto 4226,4326,10,Cat6,A1,06,06,Item de teste 4226
Produto 4227,4327,10,Cat7,A2,07,07,Item de teste 4227
Produto 4228,4328,10,Cat8,A3,08,08,Item de teste 4228
Produto 4229,4329,10,Cat9,A4,09,09,Item de teste 4229
Produto 4230,4330,10,Cat0,A0,10,00,Item de teste 4230
Produto 4231,4331,10,Cat1,A1,11,01,Item de teste 4231
Produto 4232,4332,10,Cat2,A2,12,02,Item de teste 4232
Produto 4233,4333,10,Cat3,A3,13,03,Item de teste 4233
Produto 4234,4334,10,Cat4,A4,14,04,Item de teste 4234
Produto 4235,4335,10,Cat5,A0,15,05,Item de teste 4235
Produto 4236,4336,10,Cat6,A1,16,06,Item de teste 4236
Produto 4237,4337,10,Cat7,A2,17,07,Item de teste 4237
Produto 4238,4338,10,Cat8,A3,18,08,Item de teste 4238
Produto 4239,4339,10,Cat9,A4,19,09,Item de teste 4239
Produto 4240,4340,10,Cat0,A0,00,00,Item de teste 4240
Produto 4241,4341,10,Cat1,A1,01,01,Item de teste 4241
Produto 4242,4342,10,Cat2,A2,02,02,Item de teste 4242
Produto 4243,4343,10,Cat3,A3,03,03,Item de teste 4243
Produto 4244,4344,10,Cat4,A4,04,04,Item de teste 4244
Produto 4245,4345,10,Cat5,A0,05,05,Item de teste 4245
Produto 4246,4346,10,Cat6,A1,06,06,Item de teste 4246
Produto 4247,4347,10,Cat7,A2,07,07,Item de teste 4247
Produto 4248,4348,10,Cat8,A3,08,08,Item de teste 4248
Produto 4249,4349,10,Cat9,A4,09,09,Item de teste 4249
Produto 4250,4350,10,Cat0,A0,10,00,Item de teste 4250
Produto 4251,4351,10,Cat1,A1,11,01,Item de teste 4251
Produto 4252,4352,10,Cat2,A2,12,02,Item de teste 4252
Produto 4253,4353,10,Cat3,A3,13,03,Item de teste 4253
Produto 4254,4354,10,Cat4,A4,14,04,Item de teste 4254
Produto 4255,4355,10,Cat5,A0,15,05,Item de teste 4255
Produto 4256,4356,10,Cat6,A1,16,06,Item de teste 4256
Produto 4257,4357,10,Cat7,A2,17,07,Item de teste 4257
Produto 4258,4358,10,Cat8,A3,18,08,Item de teste 4258
Produto 4259,4359,10,Cat9,A4,19,09,Item de teste 4259
Produto 4260,4360,10,Cat0,A0,00,00,Item de teste 4260
Produto 4261,4361,10,Cat1,A1,01,01,Item de teste 4261
Produto 4262,4362,10,Cat2,A2,02,02,Item de teste 4262
Produto 4263,4363,10,Cat3,A3,03,03,Item de teste 4263
Produto 4264,4364,10,Cat4,A4,04,04,Item de teste 4264
Produto 4265,4365,10,Cat5,A0,05,05,Item de teste 4265
Produto 4266,4366,10,Cat6,A1,06,06,Item de teste 4266
Produto 4267,4367,10,Cat7,A2,07,07,Item de teste 4267
Produto 4268,4368,10,Cat8,A3,08,08,Item de teste 4268
Produto 4269,4369,10,Cat9,A4,09,09,Item de teste 4269
Produto 4270,4370,10,Cat0,A0,10,00,Item de teste 4270
Produto 4271,4371,10,Cat1,A1,11,01,Item de teste 4271
Produto 4272,4372,10,Cat2,A2,12,02,Item de teste 4272
Produto 4273,4373,10,Cat3,A3,13,03,Item de teste 4273
Produto 4274,4374,10,Cat4,A4,14,04,Item de teste 4274
Produto 4275,4375,10,Cat5,A0,15,05,Item de teste 4275
Produto 4276,4376,10,Cat6,A1,16,06,Item de teste 4276
Produto 4277,4377,10,Cat7,A2,17,07,Item de teste 4277
Produto 4278,4378,10,Cat8,A3,18,08,Item de teste 4278
Produto 4279,4379,10,Cat9,A4,19,09,Item de teste 4279
Produto 4280,4380,10,Cat0,A0,00,00,Item de teste 4280
Produto 4281,4381,10,Cat1,A1,01,01,Item de teste 4281
Produto 4282,4382,10,Cat2,A2,02,02,Item de teste 4282
Produto 4283,4383,10,Cat3,A3,03,03,Item de teste 4283
Produto 4284,4384,10,Cat4,A4,04,04,Item de teste 4284
Produto 4285,4385,10,Cat5,A0,05,05,Item de teste 4285
Produto 4286,4386,10,Cat6,A1,06,06,Item de teste 4286
Produto 4287,4387,10,Cat7,A2,07,07,Item de teste 4287
Produto 4288,4388,10,Cat8,A3,08,08,Item de teste 4288
Produto 4289,4389,10,Cat9,A4,09,09,Item de teste 4289
Produto 4290,4390,10,Cat0,A0,10,00,Item de teste 4290
Produto 4291,4391,10,Cat1,A1,11,01,Item de teste 4291
Produto 4292,4392,10,Cat2,A2,12,02,Item de teste 4292
Produto 4293,4393,10,Cat3,A3,13,03,Item de teste 4293
Produto 4294,4394,10,Cat4,A4,14,04,Item de teste 4294
Produto 4295,4395,10,Cat5,A0,15,05,Item de teste 4295
Produto 4296,4396,10,Cat6,A1,16,06,Item de teste 4296
Produto 4297,4397,10,Cat7,A2,17,07,Item de teste 4297
Produto 4298,4398,10,Cat8,A3,18,08,Item de teste 4298
Produto 4299,4399,10,Cat9,A4,19,09,Item de teste 4299
Produto 4300,4400,10,Cat0,A0,00,00,Item de teste 4300
Produto 4301,4401,10,Cat1,A1,01,01,Item de teste 4301
Produto 4302,4402,10,Cat2,A2,02,02,Item de teste 4302
Produto 4303,4403,10,Cat3,A3,03,03,Item de teste 4303
Produto 4304,4404,10,Cat4,A4,04,04,Item de teste 4304
Produto 4305,4405,10,Cat5,A0,05,05,Item de teste 4305
Produto 4306,4406,10,Cat6,A1,06,06,Item de teste 4306
Produto 4307,4407,10,Cat7,A2,07,07,Item de teste 4307
Produto 4308,4408,10,Cat8,A3,08,08,Item de teste 4308
Produto 4309,4409,10,Cat9,A4,09,09,Item de teste 4309
Produto 4310,4410,10,Cat0,A0,10,00,Item de teste 4310
Produto 4311,4411,10,Cat1,A1,11,01,Item de teste 4311
Produto 4312,4412,10,Cat2,A2,12,02,Item de teste 4312
Produto 4313,4413,10,Cat3,A3,13,03,Item de teste 4313
Produto 4314,4414,10,Cat4,A4,14,04,Item de teste 4314
Produto 4315,4415,10,Cat5,A0,15,05,Item de teste 4315
Produto 4316,4416,10,Cat6,A1,16,06,Item de teste 4316
Produto 4317,4417,10,Cat7,A2,17,07,Item de teste 4317
Produto 4318,4418,10,Cat8,A3,18,08,Item de teste 4318
Produto 4319,4419,10,Cat9,A4,19,09,Item de teste 4319
Produto 4320,4420,10,Cat0,A0,00,00,Item de teste 4320
Produto 4321,4421,10,Cat1,A1,01,01,Item de teste 4321
Produto 4322,4422,10,Cat2,A2,02,02,Item de teste 4322
Produto 4323,4423,10,Cat3,A3,03,03,Item de teste 4323
Produto 4324,4424,10,Cat4,A4,04,04,Item de teste 4324
Produto 4325,4425,10,Cat5,A0,05,05,Item de teste 4325
Produto 4326,4426,10,Cat6,A1,06,06,Item de teste 4326
Produto 4327,4427,10,Cat7,A2,07,07,Item de teste 4327
Produto 4328,4428,10,Cat8,A3,08,08,Item de teste 4328
Produto 4329,4429,10,Cat9,A4,09,09,Item de teste 4329
Produto 4330,4430,10,Cat0,A0,10,00,Item de teste 4330
Produto 4331,4431,10,Cat1,A1,11,01,Item de teste 4331
Produto 4332,4432,10,Cat2,A2,12,02,Item de teste 4332
Produto 4333,4433,10,Cat3,A3,13,03,Item de teste 4333
Produto 4334,4434,10,Cat4,A4,14,04,Item de teste 4334
Produto 4335,4435,10,Cat5,A0,15,05,Item de teste 4335
Produto 4336,4436,10,Cat6,A1,16,06,Item de teste 4336
Produto 4337,4437,10,Cat7,A2,17,07,Item de teste 4337
Produto 4338,4438,10,Cat8,A3,18,08,Item de teste 4338
Produto 4339,4439,10,Cat9,A4,19,09,Item de teste 4339
Produto 4340,4440,10,Cat0,A0,00,00,Item de teste 4340
Produto 4341,4441,10,Cat1,A1,01,01,Item de teste 4341
Produto 4342,4442,10,Cat2,A2,02,02,Item de teste 4342
Produto 4343,4443,10,Cat3,A3,03,03,Item de teste 4343
Produto 4344,4444,10,Cat4,A4,04,04,Item de teste 4344
Produto 4345,4445,10,Cat5,A0,05,05,Item de teste 4345
Produto 4346,4446,10,Cat6,A1,06,06,Item de teste 4346
Produto 4347,4447,10,Cat7,A2,07,07,Item de teste 4347
Produto 4348,4448,10,Cat8,A3,08,08,Item de teste 4348
Produto 4349,4449,10,Cat9,A4,09,09,Item de teste 4349
Produto 4350,4450,10,Cat0,A0,10,00,Item de teste 4350
Produto 4351,4451,10,Cat1,A1,11,01,Item de teste 4351
Produto 4352,4452,10,Cat2,A2,12,02,Item de teste 4352
Produto 4353,4453,10,Cat3,A3,13,03,Item de teste 4353
Produto 4354,4454,10,Cat4,A4,14,04,Item de teste 4354
Produto 4355,4455,10,Cat5,A0,15,05,Item de teste 4355
Produto 4356,4456,10,Cat6,A1,16,06,Item de teste 4356
Produto 4357,4457,10,Cat7,A2,17,07,Item de teste 4357
Produto 4358,4458,10,Cat8,A3,18,08,Item de teste 4358
Produto 4359,4459,10,Cat9,A4,19,09,Item de teste 4359
Produto 4360,4460,10,Cat0,A0,00,00,Item de teste 4360
Produto 4361,4461,10,Cat1,A1,01,01,Item de teste 4361
Produto 4362,4462,10,Cat2,A2,02,02,Item de teste 4362
Produto 4363,4463,10,Cat3,A3,03,03,Item de teste 4363
Produto 4364,4464,10,Cat4,A4,04,04,Item de teste 4364
Produto 4365,4465,10,Cat5,A0,05,05,Item de teste 4365
Produto 4366,4466,10,Cat6,A1,06,06,Item de teste 4366
Produto 4367,4467,10,Cat7,A2,07,07,Item de teste 4367
Produto 4368,4468,10,Cat8,A3,08,08,Item de teste 4368
Produto 4369,4469,10,Cat9,A4,09,09,Item de teste 4369
Produto 4370,4470,10,Cat0,A0,10,00,Item de teste 4370
Produto 4371,4471,10,Cat1,A1,11,01,Item de teste 4371
Produto 4372,4472,10,Cat2,A2,12,02,Item de teste 4372
Produto 4373,4473,10,Cat3,A3,13,03,Item de teste 4373
Produto 4374,4474,10,Cat4,A4,14,04,Item de teste 4374
Produto 4375,4475,10,Cat5,A0,15,05,Item de teste 4375
Produto 4376,4476,10,Cat6,A1,16,06,Item de teste 4376
Produto 4377,4477,10,Cat7,A2,17,07,Item de teste 4377
Produto 4378,4478,10,Cat8,A3,18,08,Item de teste 4378
Produto 4379,4479,10,Cat9,A4,19,09,Item de teste 4379
Produto 4380,4480,10,Cat0,A0,00,00,Item de teste 4380
Produto 4381,4481,10,Cat1,A1,01,01,Item de teste 4381
Produto 4382,4482,10,Cat2,A2,02,02,Item de teste 4382
Produto 4383,4483,10,Cat3,A3,03,03,Item de teste 4383
Produto 4384,4484,10,Cat4,A4,04,04,Item de teste 4384
Produto 4385,4485,10,Cat5,A0,05,05,Item de teste 4385
Produto 4386,4486,10,Cat6,A1,06,06,Item de teste 4386
Produto 4387,4487,10,Cat7,A2,07,07,Item de teste 4387
Produto 4388,4488,10,Cat8,A3,08,08,Item de teste 4388
Produto 4389,4489,10,Cat9,A4,09,09,Item de teste 4389
Produto 4390,4490,10,Cat0,A0,10,00,Item de teste 4390
Produto 4391,4491,10,Cat1,A1,11,01,Item de teste 4391
Produto 4392,4492,10,Cat2,A2,12,02,Item de teste 4392
Produto 4393,4493,10,Cat3,A3,13,03,Item de teste 4393
Produto 4394,4494,10,Cat4,A4,14,04,Item de teste 4394
Produto 4395,4495,10,Cat5,A0,15,05,Item de teste 4395
Produto 4396,4496,10,Cat6,A1,16,06,Item de teste 4396
Produto 4397,4497,10,Cat7,A2,17,07,Item de teste 4397
Produto 4398,4498,10,Cat8,A3,18,08,Item de teste 4398
Produto 4399,4499,10,Cat9,A4,19,09,Item de teste 4399
Produto 4400,4500,10,Cat0,A0,00,00,Item de teste 4400
Produto 4401,4501,10,Cat1,A1,01,01,Item de teste 4401
Produto 4402,4502,10,Cat2,A2,02,02,Item de teste 4402
Produto 4403,4503,10,Cat3,A3,03,03,Item de teste 4403
Produto 4404,4504,10,Cat4,A4,04,04,Item de teste 4404
Produto 4405,4505,10,Cat5,A0,05,05,Item de teste 4405
Produto 4406,4506,10,Cat6,A1,06,06,Item de teste 4406
Produto 4407,4507,10,Cat7,A2,07,07,Item de teste 4407
Produto 4408,4508,10,Cat8,A3,08,08,Item de teste 4408
Produto 4409,4509,10,Cat9,A4,09,09,Item de teste 4409
Produto 4410,4510,10,Cat0,A0,10,00,Item de teste 4410
Produto 4411,4511,10,Cat1,A1,11,01,Item de teste 4411
Produto 4412,4512,10,Cat2,A2,12,02,Item de teste 4412
Produto 4413,4513,10,Cat3,A3,13,03,Item de teste 4413
Produto 4414,4514,10,Cat4,A4,14,04,Item de teste 4414
Produto 4415,4515,10,Cat5,A0,15,05,Item de teste 4415
Produto 4416,4516,10,Cat6,A1,16,06,Item de teste 4416
Produto 4417,4517,10,Cat7,A2,17,07,Item de teste 4417
Produto 4418,4518,10,Cat8,A3,18,08,Item de teste 4418
Produto 4419,4519,10,Cat9,A4,19,09,Item de teste 4419
Produto 4420,4520,10,Cat0,A0,00,00,Item de teste 4420
Produto 4421,4521,10,Cat1,A1,01,01,Item de teste 4421
Produto 4422,4522,10,Cat2,A2,02,02,Item de teste 4422
Produto 4423,4523,10,Cat3,A3,03,03,Item de teste 4423
Produto 4424,4524,10,Cat4,A4,04,04,Item de teste 4424
Produto 4425,4525,10,Cat5,A0,05,05,Item de teste 4425
Produto 4426,4526,10,Cat6,A1,06,06,Item de teste 4426
Produto 4427,4527,10,Cat7,A2,07,07,Item de teste 4427
Produto 4428,4528,10,Cat8,A3,08,08,Item de teste 4428
Produto 4429,4529,10,Cat9,A4,09,09,Item de teste 4429
Produto 4430,4530,10,Cat0,A0,10,00,Item de teste 4430
Produto 4431,4531,10,Cat1,A1,11,01,Item de teste 4431
Produto 4432,4532,10,Cat2,A2,12,02,Item de teste 4432
Produto 4433,4533,10,Cat3,A3,13,03,Item de teste 4433
Produto 4434,4534,10,Cat4,A4,14,04,Item de teste 4434
Produto 4435,4535,10,Cat5,A0,15,05,Item de teste 4435
Produto 4436,4536,10,Cat6,A1,16,06,Item de teste 4436
Produto 4437,4537,10,Cat7,A2,17,07,Item de teste 4437
Produto 4438,4538,10,Cat8,A3,18,08,Item de teste 4438
Produto 4439,4539,10,Cat9,A4,19,09,Item de teste 4439
Produto 4440,4540,10,Cat0,A0,00,00,Item de teste 4440
Produto 4441,4541,10,Cat1,A1,01,01,Item de teste 4441
Produto 4442,4542,10,Cat2,A2,02,02,Item de teste 4442
Produto 4443,4543,10,Cat3,A3,03,03,Item de teste 4443
Produto 4444,4544,10,Cat4,A4,04,04,Item de teste 4444
Produto 4445,4545,10,Cat5,A0,05,05,Item de teste 4445
Produto 4446,4546,10,Cat6,A1,06,06,Item de teste 4446
Produto 4447,4547,10,Cat7,A2,07,07,Item de teste 4447
Produto 4448,4548,10,Cat8,A3,08,08,Item de teste 4448
Produto 4449,4549,10,Cat9,A4,09,09,Item de teste 4449
Produto 4450,4550,10,Cat0,A0,10,00,Item de teste 4450
Produto 4451,4551,10,Cat1,A1,11,01,Item de teste 4451
Produto 4452,4552,10,Cat2,A2,12,02,Item de teste 4452
Produto 4453,4553,10,Cat3,A3,13,03,Item de teste 4453
Produto 4454,4554,10,Cat4,A4,14,04,Item de teste 4454
Produto 4455,4555,10,Cat5,A0,15,05,Item de teste 4455
Produto 4456,4556,10,Cat6,A1,16,06,Item de teste 4456
Produto 4457,4557,10,Cat7,A2,17,07,Item de teste 4457
Produto 4458,4558,10,Cat8,A3,18,08,Item de teste 4458
Produto 4459,4559,10,Cat9,A4,19,09,Item de teste 4459
Produto 4460,4560,10,Cat0,A0,00,00,Item de teste 4460
Produto 4461,4561,10,Cat1,A1,01,01,Item de teste 4461
Produto 4462,4562,10,Cat2,A2,02,02,Item de teste 4462
Produto 4463,4563,10,Cat3,A3,03,03,Item de teste 4463
Produto 4464,4564,10,Cat4,A4,04,04,Item de teste 4464
Produto 4465,4565,10,Cat5,A0,05,05,Item de teste 4465
Produto 4466,4566,10,Cat6,A1,06,06,Item de teste 4466
Produto 4467,4567,10,Cat7,A2,07,07,Item de teste 4467
Produto 4468,4568,10,Cat8,A3,08,08,Item de teste 4468
Produto 4469,4569,10,Cat9,A4,09,09,Item de teste 4469
Produto 4470,4570,10,Cat0,A0,10,00,Item de teste 4470
Produto 4471,4571,10,Cat1,A1,11,01,Item de teste 4471
Produto 4472,4572,10,Cat2,A2,12,02,Item de teste 4472
Produto 4473,4573,10,Cat3,A3,13,03,Item de teste 4473
Produto 4474,4574,10,Cat4,A4,14,04,Item de teste 4474
Produto 4475,4575,10,Cat5,A0,15,05,Item de teste 4475
Produto 4476,4576,10,Cat6,A1,16,06,Item de teste 4476
Produto 4477,4577,10,Cat7,A2,17,07,Item de teste 4477
Produto 4478,4578,10,Cat8,A3,18,08,Item de teste 4478
Produto 4479,4579,10,Cat9,A4,19,09,Item de teste 4479
Produto 4480,4580,10,Cat0,A0,00,00,Item de teste 4480
Produto 4481,4581,10,Cat1,A1,01,01,Item de teste 4481
Produto 4482,4582,10,Cat2,A2,02,02,Item de teste 4482
Produto 4483,4583,10,Cat3,A3,03,03,Item de teste 4483
Produto 4484,4584,10,Cat4,A4,04,04,Item de teste 4484
Produto 4485,4585,10,Cat5,A0,05,05,Item de teste 4485
Produto 4486,4586,10,Cat6,A1,06,06,Item de teste 4486
Produto 4487,4587,10,Cat7,A2,07,07,Item de teste 4487
Produto 4488,4588,10,Cat8,A3,08,08,Item de teste 4488
Produto 4489,4589,10,Cat9,A4,09,09,Item de teste 4489
Produto 4490,4590,10,Cat0,A0,10,00,Item de teste 4490
Produto 4491,4591,10,Cat1,A1,11,01,Item de teste 4491
Produto 4492,4592,10,Cat2,A2,12,02,Item de teste 4492
Produto 4493,4593,10,Cat3,A3,13,03,Item de teste 4493
Produto 4494,4594,10,Cat4,A4,14,04,Item de teste 4494
Produto 4495,4595,10,Cat5,A0,15,05,Item de teste 4495
Produto 4496,4596,10,Cat6,A1,16,06,Item de teste 4496
Produto 4497,4597,10,Cat7,A2,17,07,Item de teste 4497
Produto 4498,4598,10,Cat8,A3,18,08,Item de teste 4498
Produto 4499,4599,10,Cat9,A4,19,09,Item de teste 4499
Produto 4500,4600,10,Cat0,A0,00,00,Item de teste 4500
Produto 4501,4601,10,Cat1,A1,01,01,Item de teste 4501
Produto 4502,4602,10,Cat2,A2,02,02,Item de teste 4502
Produto 4503,4603,10,Cat3,A3,03,03,Item de teste 4503
Produto 4504,4604,10,Cat4,A4,04,04,Item de teste 4504
Produto 4505,4605,10,Cat5,A0,05,05,Item de teste 4505
Produto 4506,4606,10,Cat6,A1,06,06,Item de teste 4506
Produto 4507,4607,10,Cat7,A2,07,07,Item de teste 4507
Produto 4508,4608,10,Cat8,A3,08,08,Item de teste 4508
Produto 4509,4609,10,Cat9,A4,09,09,Item de teste 4509
Produto 4510,4610,10,Cat0,A0,10,00,Item de teste 4510
Produto 4511,4611,10,Cat1,A1,11,01,Item de teste 4511
Produto 4512,4612,10,Cat2,A2,12,02,Item de teste 4512
Produto 4513,4613,10,Cat3,A3,13,03,Item de teste 4513
Produto 4514,4614,10,Cat4,A4,14,04,Item de teste 4514
Produto 4515,4615,10,Cat5,A0,15,05,Item de teste 4515
Produto 4516,4616,10,Cat6,A1,16,06,Item de teste 4516
Produto 4517,4617,10,Cat7,A2,17,07,Item de teste 4517
Produto 4518,4618,10,Cat8,A3,18,08,Item de teste 4518
Produto 4519,4619,10,Cat9,A4,19,09,Item de teste 4519
Produto 4520,4620,10,Cat0,A0,00,00,Item de teste 4520
Produto 4521,4621,10,Cat1,A1,01,01,Item de teste 4521
Produto 4522,4622,10,Cat2,A2,02,02,Item de teste 4522
Produto 4523,4623,10,Cat3,A3,03,03,Item de teste 4523
Produto 4524,4624,10,Cat4,A4,04,04,Item de teste 4524
Produto 4525,4625,10,Cat5,A0,05,05,Item de teste 4525
Produto 4526,4626,10,Cat6,A1,06,06,Item de teste 4526
Produto 4527,4627,10,Cat7,A2,07,07,Item de teste 4527
Produto 4528,4628,10,Cat8,A3,08,08,Item de teste 4528
Produto 4529,4629,10,Cat9,A4,09,09,Item de teste 4529
Produto 4530,4630,10,Cat0,A0,10,00,Item de teste 4530
Produto 4531,4631,10,Cat1,A1,11,01,Item de teste 4531
Produto 4532,4632,10,Cat2,A2,12,02,Item de teste 4532
Produto 4533,4633,10,Cat3,A3,13,03,Item de teste 4533
Produto 4534,4634,10,Cat4,A4,14,04,Item de teste 4534
Produto 4535,4635,10,Cat5,A0,15,05,Item de teste 4535
Produto 4536,4636,10,Cat6,A1,16,06,Item de teste 4536
Produto 4537,4637,10,Cat7,A2,17,07,Item de teste 4537
Produto 4538,4638,10,Cat8,A3,18,08,Item de teste 4538
Produto 4539,4639,10,Cat9,A4,19,09,Item de teste 4539
Produto 4540,4640,10,Cat0,A0,00,00,Item de teste 4540
Produto 4541,4641,10,Cat1,A1,01,01,Item de teste 4541
Produto 4542,4642,10,Cat2,A2,02,02,Item de teste 4542
Produto 4543,4643,10,Cat3,A3,03,03,Item de teste 4543
Produto 4544,4644,10,Cat4,A4,04,04,Item de teste 4544
Produto 4545,4645,10,Cat5,A0,05,05,Item de teste 4545
Produto 4546,4646,10,Cat6,A1,06,06,Item de teste 4546
Produto 4547,4647,10,Cat7,A2,07,07,Item de teste 4547
Produto 4548,4648,10,Cat8,A3,08,08,Item de teste 4548
Produto 4549,4649,10,Cat9,A4,09,09,Item de teste 4549
Produto 4550,4650,10,Cat0,A0,10,00,Item de teste 4550
Produto 4551,4651,10,Cat1,A1,11,01,Item de teste 4551
Produto 4552,4652,10,Cat2,A2,12,02,Item de teste 4552
Produto 4553,4653,10,Cat3,A3,13,03,Item de teste 4553
Produto 4554,4654,10,Cat4,A4,14,04,Item de teste 4554
Produto 4555,4655,10,Cat5,A0,15,05,Item de teste 4555
Produto 4556,4656,10,Cat6,A1,16,06,Item de teste 4556
